
,TCP,
interval,frames,Bytes
1,454,654996
2,270,298403
3,382,379966
4,690,701982
5,205,167548
6,261,253222
7,317,283043
8,218,183149
9,121,92847
10,117,46166
11,179,92331
12,140,76706
13,125,42313
14,144,49817
15,121,91095
16,73,23892
17,77,29316
18,113,66147
19,119,45512
20,0,0
21,0,0
22,0,0
23,0,0
24,3,262
25,0,0
26,3,262
27,0,0
28,3,262
29,0,0
30,113,42876
31,221,147088
32,188,102033
33,136,54318
34,168,83533
35,205,98955
36,184,114942
37,133,87465
38,149,46011
39,118,41013
40,211,87207
41,147,35929
42,266,124175
43,187,73300
44,180,95595
45,167,73464
46,132,25083
47,192,97596
48,194,86329
49,138,36866
50,155,39565
51,175,68414
52,201,102806
53,153,86189
54,177,95672
55,123,49499
56,147,75356
57,113,46996
58,142,87321
59,145,81491
60,164,42759
61,217,60538
62,124,26757
63,156,72252
64,212,170535
65,258,184286
66,196,109367
67,153,105788
68,137,44146
69,123,84848
70,89,52351
71,108,75266
72,0,0
73,0,0
74,3,262
75,0,0
76,3,262
77,0,0
78,3,262
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,3,262
85,0,0
86,3,262
87,0,0
88,3,262
89,0,0
90,58,12324
91,297,173703
92,337,197059
93,103,42195
94,177,91350
95,179,117909
96,260,120072
97,141,47870
98,238,220622
99,166,72897
100,188,113256
101,96,32408
102,124,96067
103,87,52006
104,64,35812
105,0,0
106,3,262
107,0,0
108,3,262
109,7,1165
110,0,0
111,0,0
112,0,0
113,0,0
114,3,262
115,0,0
116,3,262
117,0,0
118,3,262
119,0,0
120,217,115334
121,165,56400
122,112,40223
123,103,48325
124,102,40766
125,164,101238
126,160,67833
127,136,45363
128,184,71573
129,146,55920
130,113,18882
131,122,24379
132,111,81635
133,79,31070
134,122,45279
135,109,37271
136,113,47637
137,44,10724
138,3,262
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,3,262
145,0,0
146,3,262
147,0,0
148,3,262
149,0,0
150,31,12075
151,174,80236
152,227,104625
153,216,108601
154,238,116105
155,180,80641
156,192,70429
157,100,31681
158,3,262
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,3,262
165,0,0
166,3,262
167,0,0
168,3,262
169,3,198
170,0,0
171,0,0
172,0,0
173,0,0
174,3,262
175,0,0
176,3,262
177,0,0
178,3,262
179,0,0
180,182,122587
181,369,218303
182,655,469881
183,384,258913
184,256,136042
185,294,153278
186,286,195394
187,175,106514
188,46,10608
189,125,40690
190,129,24338
191,119,39646
192,123,50222
193,119,44808
194,95,47198
195,112,43964
196,141,57810
197,153,80108
198,141,34594
199,15,7031
200,0,0
201,0,0
202,0,0
203,0,0
204,3,262
205,0,0
206,3,262
207,0,0
208,3,262
209,0,0
210,186,119365
211,402,239388
212,348,144940
213,376,142004
214,185,81004
215,486,315493
216,388,335312
217,282,241227
218,242,189468
219,217,141312
220,170,47374
221,167,71112
222,62,15161
223,0,0
224,3,262
225,0,0
226,3,262
227,0,0
228,3,262
229,0,0
230,0,0
231,0,0
232,0,0
233,0,0
234,3,262
235,0,0
236,3,262
237,0,0
238,3,262
239,5,602
