
,TCP,
interval,frames,Bytes
1,577,1317318
2,410,859705
3,387,566737
4,601,530986
5,304,271033
6,209,197556
7,304,369700
8,160,78532
9,95,61103
10,107,92325
11,71,42648
12,66,18464
13,80,20062
14,76,19640
15,98,52551
16,108,31815
17,75,10881
18,97,32648
19,98,25407
20,116,50466
21,71,14018
22,93,16754
23,79,20046
24,128,26614
25,88,26298
26,56,7140
27,57,8573
28,93,32134
29,87,16218
30,65,13565
31,76,16306
32,59,12773
33,76,24980
34,73,14651
35,696,690597
36,204,151114
37,250,319869
38,160,173423
39,330,373730
40,241,265167
41,317,338947
42,444,438931
43,663,783636
44,58,17806
45,43,10520
46,14,1782
47,86,31640
48,43,15738
49,34,9556
50,46,11022
51,65,10745
52,114,129561
53,555,856735
54,252,441743
55,61,38620
56,41,20674
57,46,16092
58,66,23612
59,63,13088
60,166,118090
61,258,162021
62,767,784644
63,619,621324
64,236,104732
65,149,65458
66,154,74499
67,128,82367
68,105,49485
69,78,20134
70,86,43282
71,449,455033
72,215,171165
73,262,176599
74,146,90552
75,217,190893
76,143,106617
77,60,12958
78,73,19530
79,379,371455
80,510,550302
81,351,353074
82,385,306911
83,609,642866
84,65,41293
85,515,607444
86,286,314794
87,75,54018
88,138,205477
89,341,614875
90,389,649332
91,258,495389
92,26,8486
93,57,17512
94,60,28244
95,41,10300
96,62,23402
97,48,16344
98,25,3034
99,30,14062
100,30,24348
101,17,1996
102,2,260
103,3,262
104,0,0
105,3,262
106,0,0
107,0,0
108,3,262
109,7,1165
110,0,0
111,0,0
112,0,0
113,3,262
114,0,0
115,3,262
116,0,0
117,0,0
118,3,262
119,0,0
120,109,30673
121,385,307425
122,877,927273
123,977,953239
124,230,171373
125,65,33330
126,195,219069
127,328,418695
128,311,478277
129,170,166303
130,159,154313
131,185,266784
132,116,185196
133,241,585092
134,260,525319
135,159,264685
136,34,4444
137,61,28214
138,47,16182
139,42,15684
140,32,14322
141,32,4098
142,0,0
143,3,262
144,0,0
145,3,262
146,0,0
147,0,0
148,3,262
149,0,0
150,3,198
151,0,0
152,0,0
153,3,262
154,0,0
155,3,262
156,0,0
157,0,0
158,3,262
159,0,0
160,0,0
161,0,0
162,0,0
163,3,262
164,0,0
165,3,262
166,0,0
167,0,0
168,3,262
169,0,0
170,3,198
171,0,0
172,0,0
173,3,262
174,0,0
175,3,262
176,0,0
177,0,0
178,3,262
179,0,0
180,188,175156
181,152,53301
182,149,95071
183,139,79064
184,68,18317
185,99,27446
186,147,91152
187,136,79268
188,92,54657
189,199,128956
190,189,163568
191,86,63331
192,650,720929
193,157,166160
194,875,917367
195,666,723809
196,76,53044
197,76,43624
198,44,42219
199,69,81816
200,66,65492
201,76,47008
202,23,8062
203,145,174679
204,114,68964
205,28,8590
206,51,14086
207,20,2596
208,47,5898
209,218,348667
210,365,826914
211,86,78758
212,16,7162
213,3,262
214,0,0
215,3,262
216,0,0
217,0,0
218,3,262
219,0,0
220,0,0
221,0,0
222,0,0
223,3,262
224,0,0
225,3,262
226,0,0
227,0,0
228,3,262
229,0,0
230,0,0
231,0,0
232,0,0
233,3,262
234,0,0
235,3,262
236,0,0
237,0,0
238,3,262
239,0,0
240,325,323567
241,113,43969
242,119,75256
243,383,362469
244,322,226339
245,227,168503
246,120,59073
247,202,164230
248,253,213695
249,167,139052
250,179,144109
251,376,330868
252,142,97871
253,172,112110
254,154,108532
255,96,30388
256,180,146825
257,48,15439
258,39,15212
259,60,27946
260,102,124177
261,45,24869
262,55,22546
263,134,149437
264,69,67334
265,39,10124
