,
,CPU,Memory,
Time,%CPU,RAM used
0,104,137944
1,59,140144
2,98,148068
3,74,155868
4,112,178280
5,103,213288
6,119,240060
7,85,247476
8,84,248220
9,60,257028
10,90,264944
11,111,268912
12,109,274412
13,107,278656
14,111,287732
15,109,295364
16,115,311208
17,115,330368
18,118,349952
19,117,369900
20,115,395612
21,100,396556
22,34,396556
23,20,396556
24,25,396556
25,19,396556
26,20,396556
27,19,396556
28,20,396556
29,20,396556
30,18,396556
31,20,396556
32,19,396556
33,20,396556
34,20,396556
35,22,396572
36,19,396572
37,20,396572
38,20,396572
39,18,396572
40,20,396572
41,20,396572
42,19,396572
43,20,396572
44,19,396572
45,20,396572
46,20,396572
47,18,396572
48,20,396572
49,20,396572
50,20,396572
51,19,396572
52,20,396572
53,18,396572
54,43,396572
55,19,396572
56,20,396572
57,20,396572
58,18,396572
59,21,396572
60,29,396572
61,88,396980
62,104,399888
63,107,402012
64,65,403888
65,83,406084
66,109,409884
67,112,416600
68,114,427720
69,110,430604
70,113,434000
71,109,438044
72,113,443684
73,108,454984
74,109,456468
75,111,459320
76,115,461416
77,113,467388
78,113,474988
79,111,484804
80,110,489048
81,111,491512
82,110,500168
83,108,507200
84,112,512900
85,114,522360
86,109,534024
87,113,550148
88,108,563644
89,110,573816
90,110,589040
91,110,603584
92,112,618600
93,109,635304
94,112,637692
95,118,645984
96,110,650736
97,99,650736
98,100,650736
99,100,650736
100,101,650736
101,100,650736
102,100,650736
103,100,650736
104,101,650736
105,100,650736
106,100,650744
107,100,650744
108,100,650744
109,100,650744
110,100,650744
111,101,650744
112,99,650744
113,101,650740
114,100,650740
115,100,650736
116,101,650736
117,100,650736
118,100,650736
119,100,650736
120,102,650736
121,111,656856
122,104,662188
123,109,665992
124,105,668804
125,90,684704
126,69,691612
127,115,705716
128,113,721492
129,114,736588
130,112,753456
131,116,772496
132,103,785312
133,101,785312
134,99,785116
135,93,785116
136,20,785116
137,19,785116
138,20,785116
139,19,785116
140,19,785116
141,20,785116
142,19,785116
143,20,785116
144,19,785116
145,20,785116
146,19,785116
147,19,785116
148,20,785116
149,19,785116
150,20,785116
151,20,785116
152,19,785116
153,20,785116
154,19,785116
155,19,785116
156,20,785116
157,19,785116
158,20,785116
159,18,785116
160,20,785116
161,19,785116
162,20,785116
163,19,785116
164,19,785116
165,20,785116
166,20,785116
167,19,785116
168,20,785116
169,19,785116
170,42,785116
171,20,785116
172,19,785116
173,20,785116
174,19,785116
175,20,785116
176,19,785116
177,19,785116
178,20,785116
179,19,785116
180,62,785116
181,118,795636
182,116,803312
183,108,812752
184,113,822560
185,117,840852
186,113,852916
187,119,863480
188,110,882372
189,112,896980
190,112,914960
191,110,927044
192,112,942532
193,107,951032
194,99,951036
195,100,951036
196,26,951036
197,19,951036
198,20,951036
199,19,951036
200,20,951036
201,19,951036
202,20,951036
203,19,951036
204,20,951036
205,19,951036
206,20,951036
207,19,951036
208,19,951036
209,20,951036
210,19,951036
211,20,951036
212,19,951036
213,20,951036
214,19,951036
215,20,951036
216,19,951036
217,20,951036
218,19,951036
219,20,951036
220,19,951036
221,20,951036
222,19,951036
223,20,951036
224,19,951036
225,20,951036
226,19,951036
227,19,951036
228,20,951036
229,19,951036
230,19,951036
231,20,951036
232,19,951036
233,28,951036
234,19,951036
235,49,951024
236,19,951024
237,19,951024
238,20,951024
239,20,951024
240,65,951340
241,113,965160
242,106,970232
243,106,974052
244,105,977496
245,106,983984
246,44,987768
247,106,992760
248,110,996848
249,108,1004292
250,108,1010928
251,109,1017252
252,112,1023624
253,124,1038580
254,111,1047752
255,118,1059668
256,117,1067368
257,115,1079124
258,100,1079808
259,101,1079808
260,100,1079808
261,99,1079808
262,101,1079808
263,100,1079808
264,100,1079808
265,100,1079808
266,101,1079808
267,100,1079808
268,99,1079808
269,100,1079808
270,19,1079808
271,20,1079808
272,19,1079808
273,20,1079808
274,19,1079808
275,19,1079808
276,20,1079808
277,19,1079808
278,20,1079808
279,19,1079808
280,20,1079808
281,19,1079808
282,20,1079808
283,19,1079808
284,20,1079808
285,19,1079808
286,20,1079808
287,20,1079808
288,18,1079808
289,20,1079808
