,
,CPU,Memory,
Time,%CPU,RAM used
0,44,270812
1,80,283256
2,120,293864
3,124,300824
4,120,305484
5,117,314712
6,105,317616
7,100,320256
8,105,322512
9,103,324456
10,105,327756
11,103,329868
12,101,330532
13,107,330816
14,104,333384
15,106,338924
16,109,345304
17,107,354252
18,107,362068
19,106,373044
20,108,380780
21,105,387496
22,105,393528
23,105,402104
24,56,408404
25,94,426492
26,110,438492
27,117,448224
28,129,456892
29,143,474680
30,135,497216
31,118,510544
32,125,524256
33,118,552004
34,108,567332
35,102,570952
36,102,570988
37,105,571036
38,107,580024
39,109,586960
40,109,597016
41,107,606488
42,103,613496
43,106,621092
44,109,632300
45,113,644408
46,115,657752
47,137,670340
48,134,683360
49,136,698048
50,126,713292
51,134,721424
52,148,747264
53,189,812864
54,122,914512
55,55,917232
56,155,927876
57,167,961568
58,183,992232
59,164,1039420
60,118,1037624
61,119,1051184
62,151,1055352
63,156,1052808
64,126,1048768
65,120,1036172
66,115,1037048
67,129,1034564
68,152,1031620
69,151,1009752
70,160,1018612
71,157,1012696
72,154,1006128
73,187,1001120
74,125,1005760
75,195,1037640
76,166,1084860
77,215,1162340
78,169,1292176
79,5,1302376
80,6,1302376
81,6,1302376
82,5,1302376
83,6,1302376
84,5,1302376
85,5,1302376
86,6,1302376
87,5,1302376
88,6,1302376
89,5,1302376
90,46,1302376
91,191,1360896
92,166,1138260
93,132,1076044
94,114,1079804
95,106,1079556
96,102,1075692
97,107,1069784
98,108,1050256
99,111,1050256
100,133,1052320
101,139,1071780
102,113,1072552
103,116,1051768
104,134,1012596
105,155,1023320
106,125,1027064
107,111,1028124
108,137,999648
109,141,1033428
110,108,1013952
111,85,1012984
112,5,1012984
113,6,1012984
114,5,1012984
115,6,1012984
116,7,1012984
117,6,1012984
118,6,1012984
119,5,1012984
120,80,1019184
121,109,1022340
122,116,1022384
123,122,1024544
124,181,1010516
125,136,1012064
126,111,1012528
127,105,1013056
128,117,1007700
129,151,1009432
130,151,1008080
131,137,1006800
132,174,989836
133,206,998360
134,200,1010580
135,192,1046664
136,195,1079788
137,169,1153780
138,93,1219668
139,6,1219668
140,5,1219668
141,6,1219668
142,5,1219668
143,5,1219668
144,6,1219668
145,5,1219668
146,6,1219668
147,5,1219668
148,6,1219668
149,5,1219668
150,79,1226764
151,169,1114420
152,138,1104964
153,127,1097332
154,190,1101056
155,124,1095508
156,111,1087272
157,109,1076988
158,122,1070324
159,135,1063680
160,173,1049312
161,192,1042352
162,64,1064616
163,7,1064616
164,6,1064616
165,5,1064616
166,6,1064616
167,5,1064616
168,6,1064616
169,5,1064616
170,6,1064616
171,6,1064616
172,5,1064616
173,6,1064616
174,5,1064616
175,6,1064616
176,5,1064616
177,5,1064616
178,6,1064616
179,6,1064616
180,82,1075928
181,165,1079640
182,128,1094040
183,120,1093552
184,108,1090728
185,107,1090648
186,103,1077820
187,108,1078072
188,111,1080332
189,110,1083688
190,109,1075560
191,132,1079416
192,136,1080944
193,127,1082460
194,130,1092748
195,127,1093164
196,147,1095644
197,123,1081948
198,116,1080880
199,83,1068676
200,14,1067904
201,5,1067904
202,6,1067904
203,6,1067904
204,4,1067904
205,7,1067904
206,5,1067904
207,5,1067904
208,6,1067904
209,6,1067904
210,58,1067680
211,124,1078044
212,116,1079372
213,109,1078320
214,110,1071564
215,110,1072840
216,111,1069768
217,110,1058468
218,127,1058144
219,119,1059552
220,125,1069876
221,126,1069880
222,126,1067704
223,141,1093804
224,134,1103348
225,144,1127756
226,181,1139656
227,134,1144132
228,210,1185080
229,186,1225060
230,170,1251100
231,165,1328404
232,159,1340388
233,148,1360708
234,183,1413212
235,102,1456456
236,6,1456456
237,8,1456456
238,6,1456456
239,5,1456456
