,
,CPU,Memory,
Time,%CPU,RAM used
0,124,265596
1,117,279828
2,122,292328
3,120,298028
4,121,303524
5,117,308848
6,103,311732
7,106,315456
8,108,318648
9,107,325964
10,104,331152
11,107,334940
12,111,343304
13,112,358144
14,107,373604
15,108,387612
16,100,396332
17,100,396332
18,75,396332
19,6,396332
20,5,396332
21,6,396332
22,6,396332
23,6,396332
24,7,396348
25,5,396348
26,6,396348
27,5,396348
28,5,396348
29,7,396348
30,31,396348
31,108,401092
32,106,411900
33,105,423804
34,106,429104
35,106,435560
36,107,441684
37,104,444888
38,106,444868
39,108,447816
40,107,451656
41,107,455888
42,110,462224
43,111,472712
44,110,474684
45,107,479328
46,110,483100
47,116,488316
48,111,501400
49,110,505920
50,112,519096
51,110,533116
52,113,540520
53,81,553572
54,68,563912
55,110,579388
56,111,597104
57,109,612692
58,110,629040
59,109,645604
60,109,663252
61,109,680544
62,111,695064
63,107,711396
64,110,722272
65,103,727952
66,105,730548
67,107,739492
68,107,753056
69,109,764868
70,100,774652
71,99,774652
72,40,774652
73,5,774652
74,5,774652
75,6,774652
76,6,774652
77,6,774652
78,4,774652
79,5,774652
80,7,774652
81,5,774652
82,6,774652
83,4,774652
84,6,774652
85,6,774652
86,5,774652
87,5,774652
88,5,774652
89,7,774652
90,22,774652
91,111,783444
92,114,805624
93,108,829468
94,104,834080
95,104,840360
96,107,846456
97,109,852288
98,113,868528
99,112,881372
100,109,899504
101,105,909792
102,100,914812
103,100,914812
104,89,914812
105,7,914812
106,5,914812
107,6,914812
108,5,914812
109,6,914812
110,11,914808
111,6,914796
112,6,914796
113,4,914796
114,6,914796
115,8,914796
116,6,914796
117,5,914796
118,5,914796
119,5,914796
120,35,914796
121,109,932728
122,107,947320
123,103,959072
124,106,968548
125,105,976196
126,107,984212
127,109,996164
128,110,1006720
129,112,1029668
130,109,1049884
131,109,1060492
132,108,1066692
133,99,1066692
134,66,1066692
135,6,1066692
136,5,1066692
137,5,1066692
138,5,1066692
139,6,1066692
140,5,1066692
141,5,1066692
142,5,1066692
143,6,1066692
144,5,1066692
145,6,1066692
146,5,1066692
147,4,1066692
148,6,1066692
149,6,1066692
150,30,1066692
151,100,1067224
152,106,1073100
153,105,1080000
154,110,1087952
155,107,1090308
156,108,1089792
157,105,1089792
158,100,1089792
159,89,1089792
160,5,1089792
161,5,1089792
162,5,1089792
163,6,1089792
164,5,1089792
165,6,1089792
166,5,1089792
167,6,1089792
168,5,1089792
169,6,1089792
170,8,1089788
171,6,1089788
172,5,1089788
173,6,1089788
174,6,1089788
175,5,1089788
176,5,1089788
177,6,1089788
178,6,1089788
179,4,1089788
180,45,1089788
181,110,1089788
182,115,1091828
183,109,1107636
184,107,1116996
185,112,1118740
186,107,1118748
187,108,1119536
188,100,1119536
189,86,1119536
190,6,1119536
191,5,1119536
192,6,1119536
193,5,1119536
194,6,1119536
195,5,1119536
196,6,1119536
197,6,1119536
198,5,1119536
199,5,1119536
200,6,1119536
201,5,1119536
202,6,1119536
203,5,1119536
204,6,1119536
205,5,1119536
206,6,1119536
207,5,1119536
208,5,1119536
209,6,1119536
210,59,1119536
211,112,1120060
212,116,1120852
213,122,1121808
214,137,1123664
215,124,1135412
216,111,1148192
217,109,1147732
218,108,1148912
219,115,1149960
220,115,1150744
221,121,1152116
222,110,1153172
223,100,1153700
224,100,1153700
225,100,1153700
226,100,1153700
227,100,1153700
228,101,1153700
229,100,1153700
230,100,1153700
231,100,1153700
232,99,1153700
233,76,1153700
234,5,1153700
235,9,1153700
236,5,1153700
237,6,1153700
238,5,1153700
239,5,1153700
