
,TCP,
interval,frames,Bytes
1,346,239440
2,1793,2021074
3,1591,1509498
4,1205,887725
5,861,503806
6,474,285280
7,525,374330
8,550,362776
9,279,146544
10,387,328726
11,267,133828
12,216,76875
13,237,66372
14,186,49197
15,149,71292
16,281,151932
17,206,54949
18,212,101776
19,165,40534
20,195,47084
21,215,72284
22,191,45919
23,137,26589
24,138,36952
25,382,459868
26,263,267243
27,313,85256
28,182,47854
29,285,136465
30,158,68409
31,424,348432
32,969,1145125
33,724,931172
34,410,385204
35,359,169332
36,332,146565
37,290,103858
38,282,159824
39,356,175318
40,284,143641
41,237,96794
42,337,197257
43,136,52230
44,218,287944
45,377,374648
46,358,374103
47,299,191822
48,451,493245
49,224,78053
50,188,104299
51,178,91156
52,141,88214
53,298,165190
54,403,596452
55,451,502201
56,313,196247
57,398,441401
58,558,485966
59,610,880857
60,118,57858
61,508,317528
62,700,842462
63,590,521297
64,906,695369
65,380,262273
66,460,356324
67,695,610319
68,453,388309
69,690,522371
70,255,163732
71,309,248152
72,289,258660
73,528,750346
74,321,538610
75,241,250997
76,284,285190
77,770,793397
78,306,175087
79,367,359615
80,230,195602
81,155,73762
82,100,37992
83,261,237151
84,758,787598
85,190,156236
86,576,593973
87,130,41810
88,392,348644
89,475,467580
90,360,378757
91,377,343996
92,583,545359
93,334,299024
94,314,213295
95,205,60573
96,216,62880
97,361,190511
98,255,140479
99,278,153409
100,274,136467
101,262,169356
102,110,56280
103,242,169658
104,370,318802
105,501,402754
106,828,798444
107,508,507332
108,374,322999
109,115,20525
110,390,330522
111,901,1030493
112,1318,1401947
113,558,537017
114,830,876289
115,1029,1125558
116,66,23534
117,89,26406
118,417,345110
119,137,50543
120,659,682796
121,328,164298
122,334,200679
123,437,508835
124,466,558660
125,507,244051
126,381,216225
127,283,120775
128,307,119719
129,429,322129
130,233,94584
131,188,69334
132,379,338848
133,410,452071
134,277,252483
135,822,1153632
136,235,184522
137,793,1015556
138,813,807232
139,571,577061
140,414,371220
141,97,42648
142,90,26802
143,383,354159
144,285,215959
145,657,665894
146,302,234786
147,355,321240
148,313,268188
149,66,18296
150,171,138060
151,676,608012
152,569,473211
153,589,654902
154,697,813915
155,684,350702
156,452,316948
157,285,141944
158,474,459226
159,352,238451
160,510,505126
161,690,1067230
162,397,265194
163,245,183906
164,79,25094
165,162,148969
166,161,140232
167,56,12314
168,62,23218
169,80,20168
170,290,266337
171,128,96036
172,286,269053
173,156,137945
174,195,162702
175,0,0
176,0,0
177,0,0
178,0,0
179,6,524
180,88,30350
181,644,672769
182,226,140955
183,409,366272
184,288,185118
185,303,201069
186,229,86696
187,279,82734
188,301,158366
189,445,243295
190,290,160465
191,196,80203
192,285,172768
193,492,386641
194,376,274806
195,122,41852
196,339,324404
197,204,143500
198,237,70350
199,342,296611
200,255,159480
201,656,631927
202,999,1044803
203,126,62260
204,95,26976
205,439,401322
206,130,93333
207,156,50290
208,447,464623
209,233,196240
210,386,312673
211,322,144552
212,238,130445
213,378,307517
214,336,295892
215,490,443568
216,534,458508
217,495,515176
218,328,240152
219,270,176203
220,539,458228
221,422,348222
222,264,219307
223,198,87634
224,293,236775
225,213,152022
226,333,379946
227,191,110116
228,473,691546
229,473,648230
230,433,480773
231,440,373741
232,152,132523
233,159,170330
234,327,342018
235,108,34583
236,385,374243
237,198,158235
238,56,17302
239,448,458491
240,192,179186
