
,TCP,
interval,frames,Bytes
1,19,3401
2,32,5728
3,29,5181
4,31,5502
5,37,6543
6,46,8040
7,51,8823
8,49,8432
9,58,9953
10,59,10089
11,55,9405
12,60,10260
13,60,10260
14,59,10089
15,59,10089
16,56,9587
17,57,9804
18,57,9804
19,45,7740
20,36,6192
21,35,6020
22,31,5332
23,30,5160
24,13,2236
25,23,3956
26,29,4988
27,29,4988
28,30,5160
29,28,4816
30,30,5160
31,30,5160
32,33,5676
33,39,6708
34,47,8127
35,54,9342
36,59,10207
37,59,10207
38,59,10207
39,59,10207
40,59,10207
41,53,9169
42,53,9169
43,44,7612
44,36,6228
45,31,5363
46,27,4671
47,30,5190
48,29,5017
49,30,5190
50,30,5190
51,29,5017
52,31,5363
53,29,5017
54,25,4325
55,11,1903
56,31,5363
57,28,4844
58,28,4844
59,30,5190
60,30,5190
61,29,5017
62,30,5185
63,30,5160
64,29,4988
65,30,5160
66,35,6020
67,27,4644
68,30,5160
69,30,5160
70,30,5160
71,35,6020
72,36,6192
73,33,5676
74,36,6192
75,32,5504
76,31,5332
77,30,5160
78,25,4300
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,4,692
91,18,3132
92,29,5046
93,30,5227
94,32,5625
95,51,8976
96,56,9856
97,55,9680
98,57,10032
99,57,10032
100,47,8272
101,51,8976
102,60,10560
103,38,6688
104,59,10384
105,51,8976
106,46,8096
107,53,9328
108,53,9328
109,51,8976
110,54,9504
111,42,7392
112,0,0
113,0,0
114,0,0
115,0,0
116,1,176
117,0,0
118,0,0
119,0,0
120,10,1760
121,32,5632
122,32,5632
123,29,5065
124,29,5046
125,32,5568
126,53,9222
127,51,8842
128,41,7093
129,44,7612
130,50,8650
131,58,10034
132,54,9342
133,37,6401
134,38,6574
135,35,6055
136,35,6055
137,32,5536
138,21,3633
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,6,1038
151,23,3962
152,28,4816
153,30,5160
154,29,4988
155,43,7396
156,52,8944
157,58,9976
158,57,9804
159,58,9976
160,57,9804
161,52,8944
162,24,4128
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,8,1376
181,28,4816
182,28,4844
183,28,4844
184,39,6747
185,52,8968
186,60,10320
187,60,10320
188,59,10148
189,60,10320
190,57,9804
191,52,8944
192,47,8084
193,53,9116
194,52,8944
195,58,9976
196,58,9976
197,55,9460
198,55,9460
199,44,7568
200,4,688
201,0,0
202,0,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,7,1204
211,26,4472
212,32,5504
213,34,5848
214,37,6364
215,40,6915
216,45,7785
217,41,7093
218,42,7266
219,58,10034
220,49,8477
221,41,7093
222,36,6228
223,35,6055
224,32,5536
225,29,5017
226,30,5190
227,31,5363
228,28,4844
229,26,4498
230,30,5190
231,28,4844
232,30,5190
233,30,5190
234,29,5017
235,28,4844
236,2,346
237,1,173
