
,TCP,
interval,frames,Bytes
1,118,13920
2,1582,1644791
3,1587,1636237
4,1066,839729
5,1437,1152137
6,570,401272
7,234,107075
8,390,228003
9,305,141284
10,526,351071
11,397,159221
12,312,123413
13,216,92202
14,231,99611
15,208,93869
16,188,64636
17,206,80473
18,205,72230
19,204,59842
20,170,68439
21,4,328
22,0,0
23,0,0
24,3,262
25,0,0
26,0,0
27,0,0
28,3,262
29,6,524
30,0,0
31,423,262537
32,421,195106
33,565,355941
34,380,155138
35,347,128304
36,447,212592
37,291,118877
38,181,84274
39,120,41379
40,0,0
41,3,262
42,0,0
43,0,0
44,3,262
45,0,0
46,0,0
47,0,0
48,3,262
49,6,524
50,7,1165
51,3,262
52,0,0
53,6,396
54,3,262
55,0,0
56,0,0
57,0,0
58,3,262
59,6,524
60,0,0
61,174,58041
62,487,230294
63,943,553889
64,983,462665
65,724,435525
66,549,313821
67,248,125782
68,3,262
69,6,524
70,3,198
71,3,262
72,9,594
73,0,0
74,3,262
75,0,0
76,0,0
77,0,0
78,3,262
79,6,524
80,0,0
81,3,262
82,0,0
83,0,0
84,3,262
85,0,0
86,0,0
87,0,0
88,3,262
89,6,524
90,0,0
91,206,135355
92,322,220611
93,366,244244
94,413,240518
95,213,124994
96,50,39791
97,2,242
98,5,504
99,6,524
100,0,0
101,3,262
102,0,0
103,0,0
104,3,262
105,0,0
106,0,0
107,0,0
108,3,262
109,6,524
110,10,1363
111,3,262
112,0,0
113,0,0
114,3,262
115,0,0
116,0,0
117,0,0
118,3,262
119,6,524
120,0,0
121,145,92755
122,413,268261
123,340,190179
124,324,188542
125,272,156588
126,63,15410
127,0,0
128,3,262
129,6,524
130,0,0
131,3,262
132,0,0
133,0,0
134,3,262
135,0,0
136,0,0
137,0,0
138,3,262
139,6,524
140,0,0
141,3,262
142,0,0
143,0,0
144,3,262
145,0,0
146,0,0
147,0,0
148,3,262
149,6,524
150,4,478
151,57,22850
152,94,24869
153,209,82836
154,565,248152
155,814,334568
156,526,299625
157,41,17824
158,3,262
159,6,524
160,0,0
161,3,262
162,0,0
163,0,0
164,3,262
165,0,0
166,0,0
167,0,0
168,3,262
169,6,524
170,3,198
171,3,262
172,0,0
173,0,0
174,3,262
175,0,0
176,0,0
177,0,0
178,3,262
179,6,524
180,0,0
181,354,154468
182,817,448581
183,806,479012
184,875,503415
185,574,238015
186,355,124705
187,577,320731
188,458,261202
189,10,1006
190,0,0
191,3,262
192,0,0
193,0,0
194,3,262
195,0,0
196,0,0
197,0,0
198,3,262
199,6,524
200,0,0
201,3,262
202,0,0
203,0,0
204,3,262
205,0,0
206,0,0
207,0,0
208,3,262
209,6,524
210,0,0
211,420,229293
212,468,216852
213,132,60391
214,79,33429
215,21,14023
216,0,0
217,0,0
218,3,262
219,6,524
220,0,0
221,3,262
222,0,0
223,0,0
224,3,262
225,0,0
226,0,0
227,0,0
228,3,262
229,6,524
230,0,0
231,3,262
232,0,0
233,0,0
234,3,262
235,0,0
236,0,0
237,0,0
238,3,262
239,6,524
240,12,1320
