
,TCP,
interval,frames,Bytes
1,56,6446
2,77,14787
3,117,29824
4,112,24263
5,125,40885
6,116,39922
7,76,24406
8,68,13150
9,90,15833
10,112,29172
11,138,47866
12,134,32240
13,145,38183
14,140,27682
15,106,18206
16,118,60944
17,95,58130
18,88,46720
19,99,48136
20,88,31442
21,95,21919
22,0,0
23,0,0
24,3,262
25,0,0
26,0,0
27,0,0
28,0,0
29,3,262
30,0,0
31,134,42306
32,102,28082
33,120,25286
34,139,63022
35,127,46509
36,118,34794
37,118,35224
38,146,53700
39,130,41547
40,117,50199
41,128,36244
42,124,25562
43,132,31580
44,135,31654
45,137,31962
46,124,30522
47,128,20648
48,144,38086
49,139,27002
50,145,33379
51,145,37926
52,136,47468
53,127,40868
54,138,36350
55,110,18416
56,132,36416
57,128,36068
58,136,36814
59,121,24696
60,108,18138
61,124,30532
62,133,36869
63,148,54362
64,122,45748
65,108,23976
66,110,29282
67,100,32892
68,111,39274
69,130,25913
70,94,27104
71,84,41272
72,82,35456
73,75,19354
74,3,262
75,0,0
76,0,0
77,0,0
78,0,0
79,3,262
80,0,0
81,0,0
82,0,0
83,0,0
84,3,262
85,0,0
86,0,0
87,0,0
88,0,0
89,3,262
90,6,742
91,111,29050
92,134,47283
93,156,50097
94,136,62701
95,117,40223
96,112,34430
97,94,21916
98,120,40582
99,126,45758
100,120,25120
101,100,17484
102,108,18564
103,80,25302
104,99,48148
105,86,15818
106,0,0
107,0,0
108,0,0
109,3,262
110,3,198
111,0,0
112,0,0
113,0,0
114,3,262
115,0,0
116,0,0
117,0,0
118,0,0
119,3,262
120,4,494
121,122,30422
122,148,54333
123,124,41111
124,133,31210
125,116,39955
126,126,35932
127,133,41954
128,126,30792
129,127,20558
130,137,37144
131,112,13636
132,136,36822
133,116,19422
134,103,32872
135,111,49166
136,101,17416
137,91,36618
138,86,31046
139,88,15737
140,39,10105
141,0,0
142,0,0
143,0,0
144,3,262
145,0,0
146,0,0
147,0,0
148,0,0
149,3,262
150,0,0
151,52,6402
152,129,51674
153,122,25176
154,135,36822
155,126,35820
156,125,46116
157,111,13748
158,121,25284
159,56,11766
160,0,0
161,0,0
162,0,0
163,0,0
164,3,262
165,0,0
166,0,0
167,0,0
168,0,0
169,3,262
170,0,0
171,0,0
172,0,0
173,0,0
174,3,262
175,0,0
176,0,0
177,0,0
178,0,0
179,3,262
180,8,992
181,103,22802
182,131,36306
183,120,20177
184,134,26526
185,102,12494
186,120,29992
187,114,39604
188,125,30588
189,128,46312
190,124,30886
191,112,24241
192,72,9132
193,102,22968
194,114,55021
195,83,20138
196,90,16142
197,100,48038
198,90,31544
199,97,42516
200,91,36440
201,82,20122
202,78,14508
203,72,23986
204,138,47077
205,101,17849
206,0,0
207,0,0
208,0,0
209,3,262
210,14,1674
211,126,41153
212,134,47609
213,144,38368
214,128,30854
215,107,23112
216,127,30982
217,130,36136
218,128,41498
219,131,31286
220,122,35398
221,116,13924
222,102,12276
223,106,22960
224,113,33882
225,110,18178
226,106,23084
227,133,31663
228,136,37510
229,92,16351
230,111,18891
231,6,774
232,0,0
233,0,0
234,3,262
235,0,0
236,0,0
237,0,0
238,0,0
239,3,262
240,5,602
