,
,CPU,Memory,
Time,%CPU,RAM used
0,108,273044
1,108,278680
2,105,282272
3,117,285264
4,118,291628
5,117,295428
6,104,300092
7,104,304344
8,101,306676
9,101,309920
10,98,310840
11,86,315324
12,107,317084
13,108,322872
14,110,336908
15,108,351368
16,108,366304
17,102,380620
18,100,379404
19,100,379404
20,11,379404
21,7,379404
22,5,379404
23,5,379404
24,9,379420
25,5,379420
26,6,379420
27,5,379420
28,6,379420
29,5,379420
30,6,379420
31,5,379420
32,5,379420
33,5,379420
34,7,379420
35,4,379420
36,6,379420
37,6,379420
38,5,379420
39,6,379420
40,5,379420
41,6,379420
42,5,379420
43,6,379420
44,6,379420
45,5,379420
46,5,379420
47,5,379420
48,5,379420
49,7,379420
50,5,379420
51,6,379420
52,4,379420
53,7,379420
54,11,379420
55,5,379420
56,6,379420
57,4,379420
58,6,379420
59,5,379420
60,45,379420
61,102,383032
62,104,386564
63,104,389980
64,105,397676
65,104,399916
66,104,402200
67,106,404704
68,107,406200
69,110,410440
70,106,415880
71,105,417800
72,105,420020
73,108,422328
74,106,429252
75,107,434900
76,106,440228
77,109,448828
78,108,452272
79,107,456504
80,111,461032
81,111,464308
82,110,471264
83,108,479480
84,105,482192
85,112,491228
86,107,501264
87,109,511948
88,110,518968
89,111,528552
90,106,537328
91,111,546348
92,108,562656
93,111,575224
94,110,593796
95,108,610212
96,111,630404
97,109,647632
98,111,665088
99,102,678180
100,101,678180
101,101,678180
102,116,682924
103,107,689264
104,100,689264
105,100,689264
106,100,689264
107,100,689264
108,100,689264
109,100,689264
110,101,689256
111,61,689256
112,5,689256
113,5,689256
114,7,689256
115,8,689268
116,6,689268
117,4,689268
118,7,689268
119,4,689268
120,47,689268
121,101,695472
122,100,696548
123,103,700232
124,102,703648
125,105,706368
126,101,706468
127,103,710132
128,107,718936
129,107,727620
130,106,742120
131,102,750744
132,99,751284
133,101,751284
134,40,751284
135,6,751284
136,5,751284
137,6,751284
138,5,751284
139,6,751284
140,5,751284
141,6,751284
142,5,751284
143,5,751284
144,5,751284
145,6,751284
146,5,751284
147,5,751284
148,5,751284
149,6,751284
150,5,751284
151,6,751284
152,5,751284
153,5,751284
154,6,751284
155,6,751284
156,5,751284
157,6,751284
158,5,751284
159,5,751284
160,6,751284
161,5,751284
162,5,751284
163,6,751284
164,6,751284
165,5,751284
166,6,751284
167,6,751284
168,4,751284
169,9,751284
170,5,751280
171,6,751280
172,5,751280
173,7,751280
174,5,751280
175,5,751280
176,5,751280
177,7,751280
178,4,751280
179,6,751280
180,60,751284
181,103,756360
182,103,761576
183,102,764212
184,102,765052
185,103,766184
186,103,767892
187,104,775588
188,109,782864
189,113,800288
190,111,814956
191,109,829480
192,104,838584
193,101,843976
194,80,843976
195,6,843976
196,5,843976
197,6,843976
198,5,843976
199,6,843976
200,5,843976
201,6,843976
202,5,843976
203,6,843976
204,6,843976
205,5,843976
206,5,843976
207,5,843976
208,6,843976
209,6,843976
210,6,843976
211,5,843976
212,6,843976
213,5,843976
214,5,843976
215,6,843976
216,6,843976
217,4,843976
218,6,843976
219,6,843976
220,5,843976
221,6,843976
222,5,843976
223,5,843976
224,6,843976
225,6,843976
226,4,843976
227,6,843976
228,6,843976
229,6,843976
