
,TCP,
interval,frames,Bytes
1,144,111141
2,143,119641
3,139,120060
4,190,153661
5,452,385942
6,564,518519
7,633,553345
8,426,376241
9,463,384890
10,399,326872
11,359,315222
12,324,288682
13,283,251775
14,121,84651
15,233,207598
16,192,167740
17,248,221388
18,310,289336
19,289,267168
20,278,232770
21,7,2541
22,2,102
23,0,0
24,0,0
25,0,0
26,2,102
27,0,0
28,0,0
29,0,0
30,0,0
31,103,70844
32,109,83079
33,148,127094
34,141,109057
35,136,114322
36,240,218814
37,228,203401
38,271,250991
39,339,317350
40,216,192773
41,0,0
42,0,0
43,2,132
44,2,132
45,2,132
46,5,330
47,1,66
48,2,132
49,4,264
50,2,132
51,0,0
52,0,0
53,9,1297
54,0,0
55,0,0
56,0,0
57,4,264
58,0,0
59,0,0
60,0,0
61,45,29490
62,160,118859
63,180,141106
64,143,126831
65,160,140637
66,192,169339
67,208,182368
68,219,187297
69,269,212012
70,10,660
71,3,198
72,0,0
73,3,198
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,6,396
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,2,132
89,2,132
90,2,132
91,181,143251
92,226,180389
93,221,182392
94,251,215322
95,219,191976
96,42,31544
97,0,0
98,2,132
99,0,0
100,0,0
101,0,0
102,4,264
103,0,0
104,0,0
105,0,0
106,2,132
107,2,102
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,10,1363
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,133,86528
122,130,105676
123,216,191971
124,292,259070
125,194,168771
126,27,23220
127,0,0
128,0,0
129,0,0
130,0,0
131,9,594
132,0,0
133,1,66
134,3,198
135,2,132
136,4,264
137,2,132
138,0,0
139,6,396
140,2,132
141,0,0
142,0,0
143,2,132
144,0,0
145,0,0
146,0,0
147,4,264
148,2,102
149,0,0
150,0,0
151,23,12370
152,64,44868
153,48,31277
154,88,59792
155,109,74718
156,113,88964
157,219,187588
158,276,255573
159,272,251938
160,94,67683
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,2,132
167,0,0
168,0,0
169,0,0
170,0,0
171,0,0
172,3,198
173,1,42
174,1,42
175,1,42
176,1,42
177,1,42
178,1,42
179,5,306
180,3,174
181,82,51791
182,168,130245
183,139,105767
184,136,105908
185,147,117256
186,167,143720
187,220,197284
188,198,173756
189,239,220725
190,218,196092
191,233,209282
192,7,342
193,7,342
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,9,2509
211,120,91932
212,177,148515
213,193,161342
214,203,167335
215,19,13282
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,9,594
222,3,198
223,0,0
224,3,198
225,3,198
226,4,264
227,2,132
228,0,0
229,6,396
230,4,234
231,0,0
232,0,0
233,3,174
234,1,42
235,1,42
236,1,42
237,1,42
238,7,438
239,5,306
240,2,132
