
,TCP,
interval,frames,Bytes
1,80,9022
2,36,4508
3,102,32034
4,51,11338
5,110,23989
6,57,22226
7,64,27725
8,100,42393
9,61,7068
10,92,31317
11,68,28674
12,64,28152
13,65,23304
14,88,26268
15,72,9034
16,104,33542
17,98,32760
18,84,25802
19,99,22404
20,74,19462
21,94,27128
22,90,31838
23,66,18610
24,52,16752
25,58,12448
26,74,14504
27,48,6020
28,95,27228
29,101,17686
30,86,10982
31,118,25316
32,65,13605
33,70,19299
34,66,18749
35,51,21788
36,66,18746
37,55,27578
38,62,13220
39,60,12678
40,56,7290
41,64,8310
42,40,5180
43,42,10472
44,56,7118
45,56,12264
46,54,11994
47,50,11498
48,48,21492
49,75,19658
50,77,15054
51,78,15222
52,47,5808
53,80,20526
54,80,10256
55,34,4422
56,38,15148
57,76,19926
58,56,17372
59,60,7494
60,54,17102
61,60,12582
62,87,46426
63,72,24078
64,115,29380
65,133,52244
66,108,38966
67,68,8480
68,76,45318
69,92,16046
70,64,8022
71,52,6546
72,100,22896
73,48,6046
74,72,19264
75,76,14824
76,70,14094
77,108,34370
78,64,13292
79,66,18384
80,68,13774
81,68,24080
82,47,11157
83,54,12104
84,65,27832
85,41,5331
86,56,22564
87,43,10607
88,39,20325
89,72,19350
90,42,5460
91,85,16113
92,68,8862
93,76,14972
94,62,18194
95,36,4686
96,52,16898
97,46,16106
98,26,8414
99,46,15818
100,45,20870
101,56,17360
102,41,10380
103,54,17094
104,27,8332
105,20,2520
106,16,2014
107,34,29624
108,22,7896
109,26,3124
110,57,17823
111,42,15648
112,79,35632
113,32,14390
114,36,9740
115,29,8754
116,0,0
117,0,0
118,0,0
119,6,524
120,35,14620
121,74,19196
122,73,14030
123,57,12106
124,90,21280
125,72,13953
126,64,13061
127,70,18936
128,66,18616
129,49,16158
130,56,17338
131,54,12004
132,64,13352
133,80,15450
134,36,4702
135,26,3396
136,40,10378
137,50,16688
138,34,4440
139,40,4934
140,77,25024
141,39,20148
142,39,20270
143,38,9782
144,26,3406
145,24,3068
146,25,8308
147,53,22044
148,62,28206
149,42,10426
150,52,16620
151,5,5694
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,3,262
160,3,262
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,3,262
170,3,262
171,3,198
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,3,262
180,16,6964
181,103,37974
182,81,25042
183,61,12464
184,61,12524
185,97,32236
186,78,14750
187,60,22782
188,68,28738
189,63,12882
190,105,28436
191,64,13218
192,48,16300
193,64,13222
194,36,9662
195,82,30960
196,28,3588
197,79,15091
198,68,18796
199,89,11360
200,65,23668
201,70,24376
202,32,9240
203,36,4626
204,26,8450
205,16,2074
206,36,19896
207,27,3458
208,37,4776
209,28,8528
210,80,25212
211,51,21642
212,31,9084
213,54,11946
214,46,21066
215,39,20186
216,58,17544
217,58,27820
218,18,7394
219,29,8630
220,47,10992
221,28,13764
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,0
228,0,0
229,3,262
230,3,262
231,0,0
232,0,0
233,0,0
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,3,262
240,56,17088
241,56,12128
242,63,23072
243,50,6150
244,59,27478
245,76,19534
246,72,9016
247,78,9860
248,83,25790
249,111,24320
250,85,10796
251,82,41292
252,70,14108
253,66,13668
254,72,14536
255,82,20910
256,76,25342
257,62,23272
258,62,17964
259,79,15254
260,53,11872
261,50,6538
262,26,8492
263,38,9996
264,50,21854
265,62,18150
266,53,22060
267,60,17654
268,32,14296
269,42,20528
270,29,3650
271,47,21278
272,50,16588
273,36,4710
274,38,4984
275,41,10432
276,6,792
277,0,0
278,0,0
279,3,262
280,3,262
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,3,262
290,3,262
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,0
298,0,0
299,3,262
300,15,1802
301,91,36752
302,74,19374
303,87,26010
304,88,31140
305,80,20028
306,126,40886
307,104,33362
308,104,18162
309,112,29244
310,84,30672
311,72,19392
312,60,12792
313,84,21054
314,54,17174
315,88,16332
316,66,13680
317,46,6024
318,56,12328
319,57,17606
320,49,21660
321,52,21934
322,46,21234
323,42,10570
324,56,22644
325,51,22041
326,63,18369
327,42,5416
328,34,9542
329,67,8522
330,41,10324
331,50,6470
332,44,5762
333,32,4192
334,0,0
335,0,0
336,0,0
337,0,0
338,0,0
339,3,262
340,3,262
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,3,262
350,3,262
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,3,262
360,19,2368
361,80,25286
362,70,29048
363,92,21502
364,94,21744
365,92,21516
366,88,31316
367,116,34822
368,80,15022
369,87,15884
370,123,40926
371,88,26402
372,74,9454
373,84,15804
374,88,16286
375,74,24632
