
,TCP,
interval,frames,Bytes
1,268,244913
2,148,136439
3,197,149965
4,311,279246
5,370,294300
6,449,397544
7,843,786712
8,616,529343
9,469,428047
10,300,232018
11,179,138829
12,352,317151
13,431,374784
14,110,72383
15,340,309504
16,440,416062
17,276,249326
18,469,441060
19,543,508877
20,370,346870
21,462,430250
22,361,341185
23,473,459151
24,336,325083
25,398,382468
26,538,505642
27,230,206374
28,45,34579
29,170,155241
30,108,93455
31,77,48263
32,47,20838
33,232,195567
34,341,319263
35,360,340631
36,519,491521
37,484,467650
38,355,335858
39,386,369364
40,325,315397
41,337,327051
42,369,359535
43,590,580679
44,499,476723
45,91,76432
46,202,192263
47,196,179404
48,241,220546
49,245,212352
50,414,397537
51,400,388427
52,475,453186
53,331,295874
54,367,349880
55,236,221519
56,179,167045
57,506,486968
58,230,199094
59,315,277848
60,355,340141
61,329,298101
62,475,442190
63,199,178154
64,185,156732
65,435,396293
66,107,86267
67,155,128298
68,221,201045
69,308,274142
70,455,411168
71,276,241431
72,176,152804
73,329,299340
74,415,401371
75,291,279782
76,309,298403
77,437,405096
78,425,394852
79,533,519533
80,511,493206
81,380,353722
82,383,372887
83,452,427561
84,300,272888
85,231,199289
86,299,268977
87,217,197215
88,280,259430
89,330,304271
90,302,283746
91,232,207851
92,316,265187
93,417,390860
94,317,299269
95,405,371715
96,311,291161
97,414,403489
98,819,802872
99,874,843864
100,397,368022
101,514,467415
102,563,516823
103,452,410400
104,557,533643
105,651,626440
106,417,396838
107,642,603561
108,760,721616
109,593,551875
110,543,510471
111,659,643857
112,438,405786
113,532,502061
114,546,521528
115,217,181629
116,11,6138
117,0,0
118,0,0
119,0,0
120,89,69877
121,244,205701
122,308,294218
123,126,101072
124,383,351085
125,465,434568
126,306,283488
127,308,284370
128,273,256639
129,403,379569
130,396,364494
131,355,341056
132,210,199695
133,341,321811
134,528,495941
135,575,534977
136,392,342456
137,664,607111
138,413,372971
139,610,566774
140,309,286296
141,471,448552
142,485,456532
143,560,537173
144,525,489479
145,739,694243
146,330,268651
147,700,639479
148,604,556073
149,340,321019
150,416,354696
151,58,51362
152,2,132
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,2,132
169,0,0
170,0,0
171,0,0
172,0,0
173,1,42
174,4,240
175,1,42
176,1,42
177,1,42
178,1,42
179,3,174
180,88,57669
181,393,354103
182,311,283212
183,137,120312
184,425,383861
185,353,304540
186,274,240457
187,45,27379
188,240,217314
189,378,360979
190,493,446310
191,166,134154
192,379,345011
193,314,296730
194,325,313517
195,320,295869
196,223,191694
197,274,231720
198,240,210428
199,322,294929
200,274,264219
201,330,294391
202,164,148688
203,209,186959
204,329,303712
205,389,365325
206,483,451599
207,508,476585
208,447,417542
209,461,424617
210,312,275930
211,481,467817
212,436,418519
213,324,286256
214,446,427506
215,588,523616
216,425,390666
217,428,406350
218,448,404054
219,558,497803
220,791,762144
221,875,850475
222,0,0
223,0,0
224,4,258
225,4,264
226,2,132
227,2,132
228,4,264
229,2,102
230,0,0
231,0,0
232,0,0
233,1,42
234,1,42
235,1,42
236,7,438
237,3,174
238,3,174
239,5,306
240,305,256633
241,411,348127
242,213,183203
243,316,276817
244,305,262659
245,261,238364
246,171,157012
247,217,207998
248,287,275856
249,251,234482
250,269,220960
251,334,312651
252,276,234098
253,414,398194
254,347,315542
255,404,389750
256,339,299136
257,360,353890
258,334,321905
259,283,264686
260,350,337896
261,367,350453
262,569,523528
263,409,367757
264,444,383223
265,396,342300
266,526,493813
267,602,554810
268,463,435363
269,613,537894
270,355,328107
271,471,419438
272,551,502914
273,629,573328
274,600,560398
275,519,463254
276,54,45774
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,0
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,2,132
290,0,0
291,0,0
292,0,0
293,1,42
294,3,144
295,1,42
296,1,42
297,1,42
298,1,42
299,1,42
300,58,44920
301,261,217672
302,485,448917
303,177,163131
304,240,216662
305,55,32695
306,71,53137
307,257,233596
308,351,316431
309,466,425008
310,336,296547
311,360,323102
312,278,256471
313,226,208026
314,331,322850
315,514,485343
316,216,157777
317,252,210555
318,552,521787
319,570,542118
320,584,547473
321,584,518863
322,603,541781
323,674,616015
324,597,554663
325,649,608365
326,669,609364
327,938,882555
328,721,657551
329,391,364684
330,601,570989
331,480,446645
332,657,610714
333,532,489069
334,7,342
335,2,102
336,0,0
337,0,0
338,0,0
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,1,42
354,1,42
355,1,42
356,1,42
357,1,42
358,1,42
359,1,42
360,177,144977
361,458,440797
362,458,414590
363,545,518990
364,342,311256
365,466,431475
366,562,530483
367,231,207917
368,55,35589
369,288,277603
370,324,302843
371,403,363071
372,279,260126
373,389,369775
374,402,367891
375,485,462561
376,308,293765
377,458,439846
378,291,274938
379,257,238263
380,294,276585
381,304,277529
382,252,220299
383,489,427694
384,372,319190
385,321,285596
386,202,175882
387,529,496503
388,450,431491
389,401,374277
390,614,587244
391,539,497708
392,480,452613
393,518,473472
394,345,306099
395,518,488624
396,586,551086
397,740,714845
398,786,740136
399,755,722141
400,553,514261
401,712,658440
402,562,539829
403,634,605431
404,701,652638
405,1063,1011360
406,313,290397
407,2,102
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,1,42
414,1,42
415,1,42
416,1,42
417,1,42
418,1,42
419,1,42
420,221,171037
421,145,115126
422,210,195573
423,265,252545
424,428,370436
425,272,263258
426,402,375792
427,335,322004
428,420,406313
429,262,254309
430,251,231958
431,287,266076
432,246,228508
433,440,423599
434,345,336264
435,304,295978
436,355,332253
437,310,302339
438,361,353180
439,351,338355
440,436,418055
441,376,363822
442,374,354089
443,385,365507
444,416,395469
445,681,639212
446,239,224400
447,286,266849
448,438,415269
449,258,253205
450,241,218604
451,425,416032
452,486,471282
453,503,470852
454,492,461791
455,633,601364
456,417,390439
457,383,354058
458,438,403070
459,565,531540
460,732,682888
461,286,255294
462,573,527750
463,415,387131
464,505,465370
465,261,227619
466,678,605064
467,510,461975
468,320,277769
469,4,234
