
,TCP,
interval,frames,Bytes
1,274,251476
2,100,79234
3,135,108038
4,262,183619
5,463,372897
6,654,579002
7,469,405004
8,590,534669
9,390,354011
10,422,361130
11,141,116795
12,199,184745
13,177,163992
14,219,197191
15,307,271051
16,180,156055
17,317,307454
18,406,371396
19,275,254876
20,385,346634
21,433,409701
22,353,323336
23,366,335540
24,264,252434
25,313,283357
26,381,369103
27,384,373949
28,405,386300
29,442,418764
30,400,388232
31,327,289954
32,208,183893
33,447,426931
34,301,259608
35,129,109337
36,197,168889
37,52,30074
38,182,154590
39,292,266926
40,351,337688
41,288,258960
42,326,298905
43,416,383189
44,392,374245
45,397,383030
46,440,427797
47,324,313349
48,414,396244
49,261,247967
50,195,161804
51,285,267610
52,381,368148
53,314,295045
54,319,289767
55,408,368907
56,401,345737
57,452,415019
58,452,438831
59,328,308265
60,332,302621
61,368,349992
62,320,296755
63,167,152048
64,234,208169
65,57,32612
66,406,391798
67,288,250085
68,492,450110
69,497,467318
70,250,225482
71,272,254390
72,363,347871
73,385,373096
74,243,229930
75,223,213930
76,251,245424
77,200,183678
78,303,296651
79,305,269424
80,243,223001
81,267,254535
82,370,356257
83,323,309697
84,348,323895
85,312,305812
86,333,324983
87,284,267655
88,549,520097
89,424,387113
90,513,462814
91,307,270825
92,262,225436
93,385,354786
94,316,301227
95,53,36819
96,99,78189
97,169,141161
98,185,163922
99,226,197243
100,408,370261
101,390,357051
102,333,316671
103,341,322061
104,368,354904
105,358,348455
106,320,313035
107,421,413085
108,380,349456
109,280,244968
110,288,262699
111,136,127950
112,164,145697
113,257,233383
114,275,260064
115,230,208659
116,243,225224
117,322,305835
118,445,427395
119,591,557962
120,588,547826
121,88,68698
122,184,161785
123,222,201993
124,281,262314
125,142,109111
126,211,176352
127,466,416986
128,332,298209
129,344,308559
130,341,323541
131,278,238280
132,324,297099
133,266,213782
134,328,308070
135,401,379129
136,358,333210
137,165,141432
138,295,274193
139,313,302718
140,327,301260
141,370,348032
142,401,379601
143,281,270270
144,319,291215
145,594,561271
146,409,376779
147,506,468797
148,437,384578
149,511,487299
150,474,442662
151,336,304890
152,233,194690
153,250,230389
154,107,89125
155,61,43434
156,133,114273
157,375,360778
158,231,213127
159,240,212837
160,307,292003
161,327,313700
162,399,381594
163,414,400521
164,221,190747
165,419,385536
166,318,269625
167,214,195334
168,606,555122
169,606,559823
170,728,692272
171,553,517382
172,626,588266
173,714,669090
174,661,626356
175,611,569511
176,563,520139
177,1005,948241
178,689,627978
179,428,384471
180,573,519136
181,482,451784
182,374,348413
183,432,369384
184,327,296933
185,229,215484
186,286,255531
187,139,116411
188,95,69702
189,380,361716
190,478,434142
191,341,291301
192,353,313659
193,433,416445
194,398,374179
195,276,266122
196,360,354098
197,440,433331
198,375,364269
199,171,158067
200,238,224126
201,190,164707
202,373,347898
203,421,378164
204,445,379771
205,266,232755
206,267,246802
207,534,487357
208,413,378550
209,310,260638
210,477,442478
211,243,218609
212,303,266542
213,530,481402
214,599,571704
215,442,420540
216,435,421245
217,395,381611
218,326,301681
219,202,193479
220,382,367443
221,401,393963
222,311,298111
223,328,299195
224,381,360884
225,246,222860
226,289,275352
227,368,357245
228,410,384986
229,289,261299
230,364,343008
231,305,283740
232,332,318672
233,347,331036
234,377,362442
235,429,404125
236,397,371222
237,292,279658
238,595,553700
239,507,452282
240,128,111598
