
,TCP,
interval,frames,Bytes
1,78,8578
2,71,14005
3,95,16905
4,83,15569
5,110,13704
6,95,26871
7,71,23959
8,97,42242
9,111,43939
10,86,20494
11,75,14268
12,81,14990
13,93,16500
14,87,25672
15,99,17100
16,91,36750
17,68,28958
18,76,40348
19,85,31008
20,94,37446
21,72,24372
22,120,56054
23,116,45306
24,0,0
25,3,262
26,0,0
27,0,0
28,0,0
29,3,262
30,0,0
31,78,14748
32,104,38425
33,76,19507
34,70,23968
35,77,19430
36,88,30888
37,92,31662
38,80,30114
39,83,25276
40,94,21772
41,124,40802
42,128,41614
43,124,25566
44,134,37138
45,125,20148
46,98,21972
47,102,27892
48,118,40152
49,127,35900
50,122,45542
51,110,23654
52,126,20366
53,111,28864
54,118,34728
55,105,17880
56,90,10864
57,112,23794
58,111,23396
59,100,16862
60,110,23386
61,82,20104
62,90,21166
63,105,28100
64,103,38080
65,92,26552
66,83,15264
67,118,14588
68,80,25272
69,122,25158
70,102,43598
71,72,24384
72,74,19362
73,83,30518
74,81,35810
75,3,262
76,0,0
77,0,0
78,0,0
79,3,262
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,3,262
86,0,0
87,0,0
88,0,0
89,3,262
90,4,496
91,122,40834
92,105,12762
93,103,27992
94,70,18750
95,94,26624
96,129,41430
97,103,27918
98,101,33028
99,119,24866
100,94,11626
101,114,34766
102,119,40550
103,82,25626
104,66,13274
105,77,19648
106,104,54116
107,137,68077
108,0,0
109,3,262
110,7,1165
111,0,0
112,0,0
113,0,0
114,0,0
115,3,262
116,0,0
117,0,0
118,0,0
119,3,262
120,8,990
121,105,17954
122,96,11680
123,73,24184
124,85,36034
125,71,18878
126,103,33118
127,118,34900
128,120,34796
129,137,36814
130,94,21540
131,112,33970
132,120,24806
133,123,45910
134,84,30718
135,79,19810
136,72,13744
137,84,25736
138,82,20210
139,104,33463
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,3,262
146,0,0
147,0,0
148,0,0
149,3,262
150,2,248
151,64,7890
152,108,18522
153,102,22976
154,112,29378
155,109,28876
156,130,57020
157,102,28134
158,112,19036
159,77,19740
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,3,262
166,0,0
167,0,0
168,0,0
169,3,262
170,3,198
171,0,0
172,0,0
173,0,0
174,0,0
175,3,262
176,0,0
177,0,0
178,0,0
179,3,262
180,10,1240
181,94,21856
182,130,41642
183,80,20016
184,126,41034
185,105,22924
186,112,24010
187,108,33764
188,124,30642
189,111,28874
190,87,10500
191,94,21880
192,78,30205
193,73,14017
194,88,20928
195,103,48440
196,96,42372
197,94,42426
198,99,47724
199,83,20252
200,84,30728
201,90,36654
202,105,33013
203,91,32031
204,8,1032
205,3,262
206,0,0
207,0,0
208,0,0
209,3,262
210,2,248
211,106,23058
212,75,14180
213,80,9672
214,122,34946
215,90,25818
216,118,30390
217,111,33106
218,98,27546
219,97,16880
220,128,56150
221,114,29012
222,95,16524
223,101,32432
224,82,20038
225,96,16332
226,90,21069
227,90,31214
228,97,27002
229,152,48930
230,167,41467
231,86,31132
232,83,26013
233,17,7311
234,0,0
235,3,262
236,0,0
237,0,0
238,0,0
239,3,262
240,5,602
