
,TCP,
interval,frames,Bytes
1,347,280306
2,729,608465
3,512,455922
4,555,491071
5,575,450728
6,372,277556
7,150,120986
8,74,52112
9,100,75480
10,129,91278
11,185,155581
12,145,118780
13,269,231421
14,130,104526
15,7,402
16,5,300
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,5,1661
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,29,17386
31,125,97327
32,135,113561
33,179,150570
34,160,140348
35,80,71536
36,25,16730
37,16,1056
38,6,396
39,0,0
40,0,0
41,0,0
42,2,132
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,2,1162
53,3,499
54,0,0
55,0,0
56,0,0
57,0,0
58,2,102
59,0,0
60,5,300
61,40,25893
62,145,107443
63,50,36457
64,47,32840
65,62,45485
66,131,115636
67,123,107477
68,193,170617
69,247,219914
70,351,320872
71,402,364986
72,49,41151
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,2,132
82,14,924
83,8,528
84,0,0
85,0,0
86,0,0
87,2,132
88,0,0
89,0,0
90,81,66384
91,213,179393
92,201,176828
93,192,173755
94,148,122965
95,259,236502
96,21,16370
97,0,0
98,4,234
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,5,1662
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,65,46827
121,169,145988
122,198,172433
123,93,76572
124,55,42198
125,37,26010
126,2,132
127,11,726
128,10,660
129,1,66
130,0,0
131,0,0
132,7,462
133,1,66
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,5,300
152,18,9820
153,18,9087
154,86,63613
155,72,39100
156,62,50605
157,170,141684
158,178,151459
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,0
171,2,132
172,8,528
173,13,852
174,3,192
175,1,60
176,1,60
177,1,60
178,3,192
179,1,60
180,74,46346
181,82,48042
182,69,52178
183,71,54276
184,92,75129
185,72,56380
186,125,109596
187,119,108419
188,133,110150
189,196,164754
190,245,221944
191,363,326024
192,177,151295
193,5,300
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,2,132
204,0,0
205,0,0
206,0,0
207,0,0
208,2,102
209,0,0
210,84,67558
211,170,149701
212,106,90131
213,53,44802
214,30,22729
215,6,5393
216,2,132
217,8,528
218,12,792
219,5,330
220,0,0
221,0,0
222,0,0
223,2,132
224,0,0
225,0,0
226,0,0
227,0,0
228,0,0
229,0,0
230,0,0
231,2,132
232,17,1122
233,6,390
234,6,1722
235,1,60
236,3,192
237,1,60
238,1,60
239,1,60
240,1,60
