
,TCP,
interval,frames,Bytes
1,154,18304
2,145,33195
3,189,43347
4,237,59388
5,227,63304
6,195,68315
7,150,52881
8,231,91424
9,166,34674
10,197,37964
11,293,69220
12,205,49198
13,243,73850
14,205,63944
15,232,82542
16,242,93986
17,206,69646
18,210,64850
19,194,58096
20,160,64196
21,136,26112
22,34,9044
23,0,0
24,3,262
25,3,262
26,0,0
27,0,0
28,6,524
29,0,0
30,134,50932
31,276,82714
32,238,48402
33,237,48196
34,234,42880
35,229,72116
36,215,65400
37,207,64546
38,245,104160
39,177,61152
40,116,28876
41,0,0
42,0,0
43,0,0
44,3,262
45,3,262
46,0,0
47,0,0
48,6,524
49,7,1165
50,0,0
51,0,0
52,6,396
53,0,0
54,3,262
55,3,262
56,0,0
57,0,0
58,6,524
59,0,0
60,85,20070
61,267,81492
62,229,57132
63,269,71726
64,255,70182
65,261,75932
66,230,42014
67,258,65401
68,253,48947
69,219,25478
70,227,26422
71,157,23395
72,0,0
73,0,0
74,3,262
75,3,262
76,0,0
77,0,0
78,6,524
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,3,262
85,3,262
86,0,0
87,0,0
88,6,524
89,4,484
90,148,27798
91,240,68736
92,222,56442
93,236,48184
94,206,49562
95,86,25358
96,2,242
97,2,242
98,6,524
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,3,262
105,3,262
106,0,0
107,0,0
108,6,524
109,10,1363
110,0,0
111,0,0
112,0,0
113,0,0
114,3,262
115,3,262
116,0,0
117,0,0
118,6,524
119,0,0
120,138,26120
121,229,56746
122,209,59849
123,213,50254
124,218,81097
125,57,11742
126,0,0
127,0,0
128,6,524
129,0,0
130,0,0
131,3,198
132,0,0
133,0,0
134,3,262
135,3,262
136,0,0
137,0,0
138,6,524
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,3,262
145,3,262
146,0,0
147,0,0
148,6,524
149,0,0
150,28,13392
151,87,20194
152,132,30658
153,202,59094
154,269,72108
155,250,59652
156,227,46772
157,272,66924
158,108,17474
159,54,16580
160,0,0
161,0,0
162,0,0
163,0,0
164,3,262
165,3,262
166,0,0
167,0,0
168,6,524
169,3,198
170,0,0
171,0,0
172,0,0
173,0,0
174,3,262
175,3,262
176,0,0
177,0,0
178,6,524
179,12,1408
180,192,42736
181,249,49310
182,246,79440
183,258,60884
184,249,59686
185,219,41122
186,244,74400
187,227,61992
188,250,49712
189,248,44356
190,236,37853
191,233,32604
192,0,0
193,0,0
194,3,262
195,3,262
196,0,0
197,0,0
198,6,524
199,0,0
200,0,0
201,0,0
202,0,0
203,0,0
204,3,262
205,3,262
206,0,0
207,0,0
208,6,524
209,4,480
210,197,33196
211,235,72741
212,170,50304
213,93,25821
214,15,1726
215,3,262
216,0,0
217,0,0
218,6,524
219,0,0
220,0,0
221,0,0
222,0,0
223,0,0
224,3,262
225,3,262
226,0,0
227,0,0
228,6,524
229,0,0
230,0,0
231,0,0
232,0,0
233,0,0
234,3,262
235,3,262
236,0,0
237,0,0
238,6,524
239,9,1090
