,
,CPU,Memory,
Time,%CPU,RAM used
0,46,144408
1,45,153580
2,68,156488
3,104,156796
4,63,158592
5,81,157616
6,65,185604
7,123,212336
8,113,214248
9,118,218880
10,114,227236
11,119,233684
12,121,242572
13,112,255360
14,109,257696
15,114,270952
16,115,282044
17,120,293692
18,116,317548
19,116,341068
20,112,364064
21,100,368932
22,101,368932
23,47,368932
24,24,368932
25,20,368932
26,19,368932
27,19,368932
28,20,368932
29,19,368932
30,34,368932
31,46,370516
32,103,378032
33,113,383752
34,108,391068
35,111,395124
36,115,405712
37,116,416096
38,117,433680
39,118,457140
40,107,480044
41,100,480932
42,101,480932
43,33,480932
44,20,480932
45,19,480932
46,20,480932
47,19,480932
48,19,480932
49,20,480932
50,19,480932
51,20,480932
52,19,480932
53,20,480932
54,24,480932
55,20,480932
56,20,480932
57,18,480932
58,20,480932
59,20,480932
60,49,480932
61,40,481128
62,103,484484
63,108,494300
64,108,500296
65,109,509312
66,109,517244
67,110,532760
68,108,544168
69,110,559956
70,100,563272
71,100,563272
72,100,563272
73,101,563272
74,100,563272
75,100,563272
76,51,563272
77,19,563272
78,20,563272
79,20,563272
80,19,563272
81,19,563272
82,20,563272
83,20,563272
84,18,563272
85,20,563272
86,20,563272
87,20,563272
88,19,563272
89,19,563272
90,59,563272
91,108,567996
92,107,579936
93,109,591180
94,108,607148
95,106,617432
96,95,623336
97,94,623340
98,100,623476
99,100,623476
100,100,623476
101,101,623476
102,99,623476
103,59,623476
104,20,623476
105,20,623476
106,19,623476
107,19,623476
108,20,623476
109,20,623476
110,28,623476
111,20,623476
112,19,623476
113,22,623484
114,24,623484
115,22,623484
116,19,623456
117,19,623456
118,21,623456
119,18,623456
120,72,623468
121,63,625504
122,83,631244
123,112,644804
124,112,665676
125,105,677220
126,98,678872
127,100,678872
128,99,678872
129,100,678872
130,81,678872
131,19,678872
132,19,678872
133,20,678872
134,20,678872
135,19,678872
136,20,678872
137,19,678872
138,19,678872
139,19,678872
140,21,678872
141,18,678872
142,20,678872
143,20,678872
144,19,678872
145,19,678872
146,20,678872
147,19,678872
148,20,678872
149,20,678872
150,57,678872
151,100,679700
152,101,681880
153,100,682640
154,106,684872
155,109,687548
156,111,691284
157,118,701216
158,116,722708
159,113,741464
160,104,745600
161,100,745600
162,100,745600
163,81,745600
164,20,745600
165,19,745600
166,20,745600
167,20,745600
168,19,745600
169,19,745600
170,20,745600
171,20,745600
172,19,745600
173,19,745600
174,20,745600
175,19,745600
176,20,745600
177,19,745600
178,20,745600
179,19,745600
180,65,745756
181,105,748564
182,107,755584
183,108,762772
184,109,768596
185,107,772992
186,111,779492
187,112,791784
188,113,801592
189,112,815316
190,116,833764
191,105,849384
192,100,847560
193,100,847360
194,100,847360
195,101,847360
196,99,847360
197,100,847360
198,25,847360
199,20,847360
200,19,847360
201,19,847360
202,20,847360
203,19,847360
204,20,847360
205,19,847360
206,19,847360
207,20,847360
208,19,847360
209,20,847360
210,68,847696
211,108,853744
212,107,863512
213,113,875204
214,101,883456
215,99,883912
216,98,883912
217,98,883912
218,34,883912
219,19,883912
220,20,883912
221,19,883912
222,20,883912
223,19,883912
224,20,883912
225,18,883912
226,20,883912
227,20,883912
228,19,883912
229,19,883912
230,25,883912
231,19,883912
232,20,883912
233,19,883912
234,19,883912
235,24,883912
236,19,883912
237,20,883912
238,19,883912
239,19,883912
