,
,CPU,Memory,
Time,%CPU,RAM used
0,60,146520
1,51,147828
2,75,150708
3,36,154820
4,67,155448
5,80,185508
6,90,207496
7,84,207792
8,87,213524
9,114,220212
10,75,225760
11,107,230452
12,107,232744
13,110,240924
14,107,246500
15,108,247800
16,119,256644
17,109,265276
18,113,276612
19,111,287428
20,109,295524
21,110,304700
22,110,313476
23,114,324084
24,113,326016
25,111,335704
26,121,344008
27,115,361744
28,104,363356
29,123,366336
30,106,373312
31,105,376108
32,81,376108
33,88,377236
34,145,384560
35,154,400220
36,158,416528
37,179,448960
38,167,477424
39,158,487524
40,151,532464
41,159,565800
42,174,606436
43,123,657312
44,128,666836
45,110,672680
46,127,674484
47,128,702608
48,119,706560
49,138,716352
50,176,738464
51,165,783292
52,130,818600
53,131,825768
54,171,849428
55,148,888148
56,143,905080
57,133,934360
58,106,940572
59,129,941904
60,118,958396
61,169,1023348
62,118,1024752
63,54,1022216
64,111,1017408
65,114,1015644
66,107,1013596
67,104,1011676
68,105,1011164
69,107,1010528
70,109,1010016
71,106,1012668
72,107,1012656
73,108,1010840
74,110,1011796
75,111,1013788
76,111,1014464
77,109,1013512
78,127,1014728
79,109,967716
80,117,964372
81,118,972656
82,125,969192
83,116,970652
84,142,977060
85,133,983100
86,139,983344
87,134,987492
88,127,1011172
89,151,998572
90,151,986388
91,133,989600
92,134,981820
93,191,992872
94,197,1027080
95,157,1039244
96,210,1044928
97,141,1079400
98,147,1085288
99,128,1104028
100,183,1108484
101,194,1173092
102,187,1188628
103,164,1223872
104,123,1249376
105,109,1250764
106,103,1251868
107,113,1251944
108,113,1254880
109,161,1258916
110,190,1288148
111,203,1335616
112,159,1377320
113,203,1420424
114,228,1491896
115,122,1547900
116,20,1558916
117,20,1558916
118,19,1558916
119,19,1558916
120,62,1558980
121,126,1442056
122,117,1406852
123,73,1407708
124,194,1251660
125,168,1150136
126,110,1138196
127,113,1139192
128,109,1138420
129,116,1136616
130,123,1133688
131,107,1135760
132,116,1134948
133,108,1134240
134,124,1132712
135,173,1134948
136,170,1094560
137,198,1102916
138,220,1171528
139,192,1182080
140,209,1213668
141,251,1298484
142,246,1394448
143,185,1496080
144,188,1512216
145,148,1566396
146,169,1593500
147,189,1640120
148,215,1692884
149,204,1773928
150,246,1875740
151,65,1969488
152,19,1969488
153,20,1969488
154,20,1969488
155,19,1969488
156,19,1969488
157,19,1969488
158,20,1969488
159,20,1969488
160,19,1969488
161,20,1969488
162,19,1969488
163,19,1969488
164,20,1969488
165,19,1969488
166,19,1969488
167,19,1969488
168,20,1969488
169,20,1969488
170,19,1969488
171,19,1969488
172,20,1969488
173,19,1969488
174,19,1969488
175,20,1969488
176,19,1969488
177,20,1969488
178,19,1969488
179,20,1969488
180,61,1971660
181,228,1966976
182,195,1353776
183,165,1292872
184,201,1277272
185,166,1283580
186,105,1282984
187,103,1282992
188,110,1281140
189,118,1279944
190,110,1279340
191,108,1279276
192,108,1278796
193,109,1268116
194,119,1268748
195,107,1266280
196,128,1261564
197,133,1238840
198,128,1240104
199,166,1243680
200,154,1245572
201,141,1245180
202,117,1245388
203,133,1245896
204,152,1232680
205,149,1232228
206,191,1249604
207,183,1242624
208,148,1246520
209,207,1263508
210,116,1273456
211,225,1223452
212,219,1287804
213,146,1330400
214,141,1327864
215,207,1359048
216,165,1366984
217,191,1423904
218,110,1432100
219,129,1459776
220,123,1466676
221,103,1469204
222,20,1469204
223,19,1469204
224,20,1469204
225,19,1469204
226,20,1469204
227,19,1469204
228,19,1469204
229,20,1469204
230,19,1469204
231,19,1469204
232,19,1469204
233,20,1469204
234,33,1469204
235,20,1469204
236,19,1469204
237,19,1469204
238,20,1469204
239,18,1469204
240,135,1473236
241,137,1395360
242,209,1336516
243,214,1285204
244,184,1304600
245,154,1221840
