,
,CPU,Memory,
Time,%CPU,RAM used
0,106,139464
1,38,142816
2,99,143084
3,105,143868
4,46,152160
5,82,166128
6,99,202244
7,121,207536
8,108,211496
9,79,214304
10,58,226888
11,100,233012
12,103,234656
13,107,240036
14,108,241128
15,111,244240
16,111,251564
17,106,254124
18,112,266916
19,109,274720
20,108,281592
21,109,289940
22,109,299756
23,108,305272
24,107,311780
25,107,319084
26,108,325008
27,110,327628
28,112,336300
29,112,345296
30,113,352380
31,124,368144
32,106,369084
33,115,374944
34,83,382872
35,67,388532
36,104,388844
37,101,389224
38,106,389316
39,108,393284
40,108,397100
41,107,403972
42,108,409776
43,108,416176
44,108,423728
45,112,431532
46,109,437896
47,107,443352
48,110,450280
49,104,456284
50,104,457280
51,115,464540
52,108,470192
53,105,475532
54,118,483548
55,128,506376
56,117,513876
57,150,526572
58,154,533116
59,107,537348
60,128,540356
61,148,576060
62,129,586892
63,112,593104
64,89,598624
65,64,599948
66,111,605944
67,111,611396
68,117,616444
69,108,623384
70,119,629500
71,115,633944
72,112,641776
73,110,653748
74,108,660364
75,117,664636
76,121,668220
77,113,673572
78,136,683256
79,132,688700
80,188,759052
81,152,810476
82,156,816892
83,150,825688
84,150,851104
85,148,861652
86,125,870320
87,148,888524
88,160,894104
89,120,919144
90,178,947104
91,110,964664
92,108,964552
93,110,967228
94,106,967588
95,107,968376
96,103,968876
97,117,969880
98,105,970840
99,109,972816
100,109,973112
101,114,973560
102,114,974720
103,113,974944
104,111,977268
105,113,983344
106,106,986860
107,105,987808
108,126,991180
109,112,992984
110,143,1002060
111,121,1003224
112,123,1005452
113,141,1008724
114,140,1009300
115,140,1014080
116,146,1001876
117,127,1010384
118,121,1018160
119,129,1003528
120,192,986580
121,173,1053940
122,108,1045220
123,118,1047512
124,110,1046404
125,64,1046020
126,87,1034924
127,110,1035384
128,112,1034836
129,113,1033364
130,110,1026508
131,109,1021456
132,108,1020908
133,132,1022012
134,138,1012332
135,134,1010700
136,131,1019532
137,120,1018484
138,141,1022552
139,146,1023584
140,143,1026316
141,145,1029876
142,174,1026892
143,140,1016548
144,139,1012728
145,170,1007336
146,127,1006472
147,142,991340
148,174,1003280
149,183,993844
150,166,984956
151,133,992420
152,137,979536
153,137,984212
154,136,973904
155,109,977188
156,108,976176
157,114,981372
158,113,987160
159,110,989616
160,113,995008
161,110,1001632
162,114,1009052
163,113,1017888
164,115,1020064
165,113,1022244
166,112,1023888
167,117,1025260
168,194,1018328
169,200,1048152
170,183,1048992
171,184,1047184
172,187,1041192
173,215,1053432
174,254,1085836
175,258,1114168
176,209,1111328
177,164,1120740
178,189,1124192
179,185,1141592
180,239,1167600
181,209,1130684
182,126,1105892
183,112,1101644
184,111,1101312
185,105,1101296
186,104,1099408
187,108,1099472
188,106,1099488
189,116,1098744
190,111,1095916
191,111,1082380
192,108,1079132
193,111,1064308
194,109,1049940
195,110,1035712
196,109,1028124
197,111,1029860
198,116,1031184
199,107,1021704
200,115,1020640
201,124,1023420
202,119,1027236
203,125,1032320
204,142,1042084
205,155,1057276
206,151,1053724
207,171,1052388
208,190,1075500
209,174,1034752
210,147,1050448
211,114,1050860
212,109,1051356
213,110,1050676
214,114,1054420
215,113,1051964
216,111,1056280
217,123,1061336
218,106,1060768
219,108,1059936
220,109,1057752
221,126,1057976
222,107,1057228
223,113,1058192
224,108,1058444
225,107,1058436
226,110,1057896
227,106,1053600
228,127,988120
229,112,989480
230,161,1008684
231,123,1017852
232,132,1030872
233,130,1035620
234,167,1079444
235,161,1083944
236,137,1099748
237,145,1112380
238,122,1132272
239,145,1137632
