,
,CPU,Memory,
Time,%CPU,RAM used
0,42,138816
1,90,140124
2,101,140672
3,103,140812
4,64,145836
5,89,156120
6,59,176556
7,91,203444
8,115,216136
9,107,217860
10,107,219856
11,46,223288
12,123,232628
13,113,240276
14,109,244852
15,116,249816
16,120,265380
17,119,278064
18,118,297268
19,116,318880
20,115,343704
21,112,366388
22,102,370212
23,101,370212
24,36,370268
25,19,370268
26,20,370268
27,19,370268
28,20,370268
29,20,370268
30,19,370268
31,19,370268
32,20,370268
33,18,370268
34,21,370268
35,18,370268
36,20,370268
37,22,370280
38,20,370280
39,20,370280
40,19,370280
41,19,370280
42,20,370280
43,20,370280
44,19,370280
45,19,370280
46,19,370280
47,20,370280
48,20,370280
49,19,370280
50,20,370280
51,20,370280
52,18,370280
53,34,370280
54,26,370280
55,19,370280
56,20,370280
57,19,370280
58,20,370280
59,19,370280
60,43,370280
61,103,372232
62,111,381872
63,113,393044
64,108,399620
65,111,403692
66,51,412772
67,104,421996
68,114,436504
69,116,452712
70,116,474356
71,102,488284
72,101,488284
73,100,488284
74,30,488284
75,19,488284
76,19,488284
77,20,488284
78,19,488284
79,20,488284
80,19,488284
81,19,488284
82,19,488284
83,20,488284
84,19,488284
85,20,488284
86,19,488284
87,20,488284
88,20,488284
89,18,488284
90,21,488284
91,19,488284
92,19,488284
93,20,488284
94,19,488284
95,20,488284
96,19,488284
97,20,488284
98,20,488284
99,18,488284
100,20,488284
101,20,488284
102,19,488284
103,20,488284
104,19,488284
105,19,488284
106,20,488284
107,19,488284
108,20,488284
109,19,488284
110,61,488284
111,19,488284
112,19,488284
113,39,488292
114,26,488292
115,20,488292
116,23,488292
117,21,488280
118,20,488280
119,20,488280
120,41,488280
121,102,488784
122,109,493600
123,108,504552
124,106,516404
125,110,525196
126,61,530956
127,89,542608
128,111,554176
129,111,568236
130,100,570536
131,100,570536
132,100,569320
133,101,569320
134,100,569320
135,101,569320
136,99,569320
137,97,569320
138,20,569320
139,20,569320
140,19,569320
141,19,569320
142,21,569320
143,19,569320
144,19,569320
145,19,569320
146,20,569320
147,20,569320
148,19,569320
149,19,569320
150,20,569320
151,19,569320
152,19,569320
153,20,569320
154,20,569320
155,19,569320
156,19,569320
157,20,569320
158,20,569320
159,19,569320
160,19,569320
161,20,569320
162,20,569320
163,19,569320
164,19,569320
165,20,569320
166,19,569320
167,19,569320
168,20,569320
169,19,569320
170,20,569320
171,20,569320
172,18,569320
173,20,569320
174,20,569320
175,19,569320
176,25,569320
177,20,569320
178,19,569320
179,19,569320
180,44,569320
181,98,573376
182,109,582376
183,109,596960
184,108,610552
185,109,623996
186,96,629416
187,98,629780
188,100,629780
189,100,629780
190,101,629780
191,100,629780
192,53,629780
193,19,629780
194,20,629780
195,19,629780
196,20,629780
197,19,629780
198,19,629780
199,20,629780
200,19,629780
201,20,629780
202,20,629780
203,19,629780
204,19,629780
205,21,629780
206,19,629780
207,19,629780
208,19,629780
209,20,629780
210,19,629780
211,19,629780
212,21,629780
213,19,629780
214,19,629780
215,19,629780
216,19,629780
217,20,629780
218,19,629780
219,20,629780
220,19,629780
221,19,629780
222,21,629780
223,18,629780
224,20,629780
225,20,629780
226,19,629780
227,20,629780
228,19,629780
229,19,629780
230,40,629780
231,19,629780
232,19,629780
233,20,629780
234,41,629780
235,19,629780
236,20,629780
237,19,629780
238,20,629780
239,19,629780
240,69,629780
241,101,631732
242,109,639884
243,107,651484
244,110,670216
245,103,678712
246,74,678392
247,53,678392
248,100,678392
249,100,678392
250,77,678392
251,19,678392
252,20,678392
253,19,678392
254,20,678652
255,19,678652
256,20,678652
257,20,678652
258,18,678652
259,20,678652
260,19,678652
261,19,678652
262,19,678652
263,20,678652
264,19,678652
265,20,678652
266,20,678652
267,19,678652
268,19,678652
269,20,678652
270,19,678652
271,20,678652
272,20,678652
273,18,678652
274,20,678652
275,19,678652
276,20,678652
277,19,678652
278,21,678652
279,18,678652
280,20,678652
281,20,678652
282,19,678652
283,19,678652
284,19,678652
285,20,678652
286,19,678652
287,20,678652
288,19,678652
289,20,678652
290,20,678652
291,19,678652
292,18,678652
293,20,678652
294,19,678652
295,20,678652
296,20,678652
297,19,678652
298,20,678652
299,19,678652
300,90,678656
301,100,680048
302,100,680820
303,108,686052
304,107,692092
305,107,693712
306,111,699492
307,116,712632
308,116,733392
309,111,746288
310,99,746288
311,101,746288
312,100,746288
313,83,746288
314,20,746288
315,19,746288
316,19,746288
317,20,746288
318,19,746288
319,20,746288
320,19,746288
321,20,746288
322,19,746288
323,19,746288
324,20,746288
325,20,746288
326,18,746288
327,20,746288
328,19,746288
329,20,746288
330,20,746288
331,19,746288
332,19,746288
333,19,746288
334,20,746288
335,20,746288
336,19,746288
337,19,746288
338,20,746288
339,20,746288
340,19,746288
341,20,746288
342,19,746288
343,20,746288
344,19,746288
345,19,746288
346,20,746288
347,19,746288
348,20,746288
349,19,746288
350,20,746288
351,19,746288
352,19,746288
353,20,746288
354,19,746288
355,20,746288
356,19,746288
357,19,746288
358,20,746288
359,20,746288
360,69,746356
361,107,749272
362,107,756344
363,110,766092
364,106,770476
365,108,775252
366,110,784220
367,112,790492
368,110,802072
369,114,820080
370,116,841280
371,104,850172
372,101,850172
373,100,850172
374,100,850172
375,100,850172
376,100,850172
377,100,850172
378,100,850172
379,100,850172
380,60,850172
381,19,850172
382,20,850172
383,19,850172
384,20,850172
385,19,850172
386,20,850172
387,19,850172
388,19,850172
389,20,850172
390,20,850172
391,19,850172
392,20,850172
393,19,850172
394,19,850172
395,20,850172
396,19,850172
397,20,850172
398,19,850172
399,20,850172
400,20,850172
401,18,850172
402,20,850172
403,20,850172
404,19,850172
405,19,850172
406,20,850172
407,19,850172
408,19,850172
409,20,850172
410,39,850172
411,20,850172
412,20,850172
413,19,850172
414,20,850172
415,18,850172
416,20,850172
417,19,850172
418,20,850172
419,23,850172
420,103,853300
421,109,861224
422,104,868136
423,113,880468
424,100,883076
425,98,883076
426,98,883076
427,93,883076
428,21,883076
429,19,883076
430,19,883076
431,19,883076
432,21,883076
433,19,883076
434,19,883076
435,20,883076
436,19,883076
437,19,883076
438,20,883076
439,19,883076
440,20,883076
441,20,883076
442,19,883076
443,19,883076
444,20,883076
445,19,883076
446,20,883076
447,19,883076
448,20,883076
449,19,883076
450,20,883076
451,20,883076
452,19,883076
453,19,883076
454,20,883076
455,19,883076
456,20,883076
457,19,883076
458,20,883076
459,19,883076
460,20,883076
461,18,883076
462,21,883076
463,19,883076
464,19,883076
465,20,883076
466,20,883076
467,18,883076
468,20,883076
469,19,883076
470,20,883076
471,20,883076
472,19,883076
473,20,883076
474,29,883076
475,20,883076
476,19,883076
477,20,883076
478,19,883076
